infinitive,je|present,tu|present,il_elle_on|present,nous|present,vous|present,ils_elles|present,je|past,tu|past,il_elle_on|past,nous|past,vous|past,ils_elles|past,je|future,tu|future,il_elle_on|future,nous|future,vous|future,ils_elles|future
confire,confis,confis,confit,confisons,confisez,confisent,confisais,confisais,confisait,confisions,confisiez,confisaient,confirai,confiras,confira,confirons,confirez,confiront
coter,cote,cotes,cote,cotons,cotez,cotent,cotais,cotais,cotait,cotions,cotiez,cotaient,coterai,coteras,cotera,coterons,coterez,coteront
contester,conteste,contestes,conteste,contestons,contestez,contestent,contestais,contestais,contestait,contestions,contestiez,contestaient,contesterai,contesteras,contestera,contesterons,contesterez,contesteront
congédier,congédie,congédies,congédie,congédions,congédiez,congédient,congédiais,congédiais,congédiait,congédiions,congédiiez,congédiaient,congédierai,congédieras,congédiera,congédierons,congédierez,congédieront
conjoindre,conjoins,conjoins,conjoint,conjoignons,conjoignez,conjoignent,conjoignais,conjoignais,conjoignait,conjoignions,conjoigniez,conjoignaient,conjoindrai,conjoindras,conjoindra,conjoindrons,conjoindrez,conjoindront
coprésider,copréside,coprésides,copréside,coprésidons,coprésidez,coprésident,coprésidais,coprésidais,coprésidait,coprésidions,coprésidiez,coprésidaient,coprésiderai,coprésideras,coprésidera,coprésiderons,coprésiderez,coprésideront
contracter,contracte,contractes,contracte,contractons,contractez,contractent,contractais,contractais,contractait,contractions,contractiez,contractaient,contracterai,contracteras,contractera,contracterons,contracterez,contracteront
comprehendre,comprehends,comprehends,comprehend,comprehendons,comprehendez,comprehendent,comprehendais,comprehendais,comprehendait,comprehendions,comprehendiez,comprehendaient,comprehendrai,comprehendras,comprehendra,comprehendrons,comprehendrez,comprehendront
contempler,contemple,contemples,contemple,contemplons,contemplez,contemplent,contemplais,contemplais,contemplait,contemplions,contempliez,contemplaient,contemplerai,contempleras,contemplera,contemplerons,contemplerez,contempleront
compresser,compresse,compresses,compresse,compressons,compressez,compressent,compressais,compressais,compressait,compressions,compressiez,compressaient,compresserai,compresseras,compressera,compresserons,compresserez,compresseront
couronner,couronne,couronnes,couronne,couronnons,couronnez,couronnent,couronnais,couronnais,couronnait,couronnions,couronniez,couronnaient,couronnerai,couronneras,couronnera,couronnerons,couronnerez,couronneront
contrôler,contrôle,contrôles,contrôle,contrôlons,contrôlez,contrôlent,contrôlais,contrôlais,contrôlait,contrôlions,contrôliez,contrôlaient,contrôlerai,contrôleras,contrôlera,contrôlerons,contrôlerez,contrôleront
complaire,complais,complais,complaît;complait,complaisons,complaisez,complaisent,complaisais,complaisais,complaisait,complaisions,complaisiez,complaisaient,complairai,complairas,complaira,complairons,complairez,complairont
convenir,conviens,conviens,convient,convenons,convenez,conviennent,convenais,convenais,convenait,convenions,conveniez,convenaient,conviendrai,conviendras,conviendra,conviendrons,conviendrez,conviendront
coprécipiter,coprécipite,coprécipites,coprécipite,coprécipitons,coprécipitez,coprécipitent,coprécipitais,coprécipitais,coprécipitait,coprécipitions,coprécipitiez,coprécipitaient,coprécipiterai,coprécipiteras,coprécipitera,coprécipiterons,coprécipiterez,coprécipiteront
convoiter,convoite,convoites,convoite,convoitons,convoitez,convoitent,convoitais,convoitais,convoitait,convoitions,convoitiez,convoitaient,convoiterai,convoiteras,convoitera,convoiterons,convoiterez,convoiteront
condenser,condense,condenses,condense,condensons,condensez,condensent,condensais,condensais,condensait,condensions,condensiez,condensaient,condenserai,condenseras,condensera,condenserons,condenserez,condenseront
comprendre,comprends,comprends,comprend,comprenons,comprenez,comprennent,comprenais,comprenais,comprenait,comprenions,compreniez,comprenaient,comprendrai,comprendras,comprendra,comprendrons,comprendrez,comprendront
convoquer,convoque,convoques,convoque,convoquons,convoquez,convoquent,convoquais,convoquais,convoquait,convoquions,convoquiez,convoquaient,convoquerai,convoqueras,convoquera,convoquerons,convoquerez,convoqueront
corder,corde,cordes,corde,cordons,cordez,cordent,cordais,cordais,cordait,cordions,cordiez,cordaient,corderai,corderas,cordera,corderons,corderez,corderont
copuler,copule,copules,copule,copulons,copulez,copulent,copulais,copulais,copulait,copulions,copuliez,copulaient,copulerai,copuleras,copulera,copulerons,copulerez,copuleront
construire,construis,construis,construit,construisons,construisez,construisent,construisais,construisais,construisait,construisions,construisiez,construisaient,construirai,construiras,construira,construirons,construirez,construiront
compassionner,compassionne,compassionnes,compassionne,compassionnons,compassionnez,compassionnent,compassionnais,compassionnais,compassionnait,compassionnions,compassionniez,compassionnaient,compassionnerai,compassionneras,compassionnera,compassionnerons,compassionnerez,compassionneront
confronter,confronte,confrontes,confronte,confrontons,confrontez,confrontent,confrontais,confrontais,confrontait,confrontions,confrontiez,confrontaient,confronterai,confronteras,confrontera,confronterons,confronterez,confronteront
converser,converse,converses,converse,conversons,conversez,conversent,conversais,conversais,conversait,conversions,conversiez,conversaient,converserai,converseras,conversera,converserons,converserez,converseront
constituer,constitue,constitues,constitue,constituons,constituez,constituent,constituais,constituais,constituait,constituions,constituiez,constituaient,constituerai,constitueras,constituera,constituerons,constituerez,constitueront
comater,comate,comates,comate,comatons,comatez,comatent,comatais,comatais,comatait,comations,comatiez,comataient,comaterai,comateras,comatera,comaterons,comaterez,comateront
contenter,contente,contentes,contente,contentons,contentez,contentent,contentais,contentais,contentait,contentions,contentiez,contentaient,contenterai,contenteras,contentera,contenterons,contenterez,contenteront
congestionner,congestionne,congestionnes,congestionne,congestionnons,congestionnez,congestionnent,congestionnais,congestionnais,congestionnait,congestionnions,congestionniez,congestionnaient,congestionnerai,congestionneras,congestionnera,congestionnerons,congestionnerez,congestionneront
conférer,confère,confères,confère,conférons,conférez,confèrent,conférais,conférais,conférait,conférions,confériez,conféraient,confèrerai;conférerai,confèreras;conféreras,confèrera;conférera,confèrerons;conférerons,confèrerez;conférerez,confèreront;conféreront
correspondre,corresponds,corresponds,correspond,correspondons,correspondez,correspondent,correspondais,correspondais,correspondait,correspondions,correspondiez,correspondaient,correspondrai,correspondras,correspondra,correspondrons,correspondrez,correspondront
contrecarrer,contrecarre,contrecarres,contrecarre,contrecarrons,contrecarrez,contrecarrent,contrecarrais,contrecarrais,contrecarrait,contrecarrions,contrecarriez,contrecarraient,contrecarrerai,contrecarreras,contrecarrera,contrecarrerons,contrecarrerez,contrecarreront
contresigner,contresigne,contresignes,contresigne,contresignons,contresignez,contresignent,contresignais,contresignais,contresignait,contresignions,contresigniez,contresignaient,contresignerai,contresigneras,contresignera,contresignerons,contresignerez,contresigneront
coqueter,coquette,coquettes,coquette,coquetons,coquetez,coquettent,coquetais,coquetais,coquetait,coquetions,coquetiez,coquetaient,coquetterai,coquetteras,coquettera,coquetterons,coquetterez,coquetteront
convoyer,convoie,convoies,convoie,convoyons,convoyez,convoient,convoyais,convoyais,convoyait,convoyions,convoyiez,convoyaient,convoierai,convoieras,convoiera,convoierons,convoierez,convoieront
composer,compose,composes,compose,composons,composez,composent,composais,composais,composait,composions,composiez,composaient,composerai,composeras,composera,composerons,composerez,composeront
corréler,corrèle,corrèles,corrèle,corrélons,corrélez,corrèlent,corrélais,corrélais,corrélait,corrélions,corréliez,corrélaient,corrèlerai;corrélerai,corrèleras;corréleras,corrèlera;corrélera,corrèlerons;corrélerons,corrèlerez;corrélerez,corrèleront;corréleront
consulter,consulte,consultes,consulte,consultons,consultez,consultent,consultais,consultais,consultait,consultions,consultiez,consultaient,consulterai,consulteras,consultera,consulterons,consulterez,consulteront
connaître,connais,connais,connaît,connaissons,connaissez,connaissent,connaissais,connaissais,connaissait,connaissions,connaissiez,connaissaient,connaîtrai,connaîtras,connaîtra,connaîtrons,connaîtrez,connaîtront
conquérir,conquiers,conquiers,conquiert,conquérons,conquérez,conquièrent,conquérais,conquérais,conquérait,conquérions,conquériez,conquéraient,conquerrai,conquerras,conquerra,conquerrons,conquerrez,conquerront
compartimenter,compartimente,compartimentes,compartimente,compartimentons,compartimentez,compartimentent,compartimentais,compartimentais,compartimentait,compartimentions,compartimentiez,compartimentaient,compartimenterai,compartimenteras,compartimentera,compartimenterons,compartimenterez,compartimenteront
combiner,combine,combines,combine,combinons,combinez,combinent,combinais,combinais,combinait,combinions,combiniez,combinaient,combinerai,combineras,combinera,combinerons,combinerez,combineront
commémorer,commémore,commémores,commémore,commémorons,commémorez,commémorent,commémorais,commémorais,commémorait,commémorions,commémoriez,commémoraient,commémorerai,commémoreras,commémorera,commémorerons,commémorerez,commémoreront
